# time(seconds) Ndecays
7.932241530191274325e-05 3.020391000000000000e+06
7.938492311538942385e-05 2.565596000000000000e+06
7.944743092886611801e-05 2.145158000000000000e+06
7.950993874234279861e-05 1.753377000000000000e+06
7.957244655581947922e-05 1.393918000000000000e+06
7.963495436929615983e-05 1.070386000000000000e+06
7.969746218277285398e-05 7.882640000000000000e+05
7.975996999624953459e-05 5.446760000000000000e+05
7.982247780972621519e-05 3.448460000000000000e+05
7.988498562320290935e-05 1.906780000000000000e+05
7.994749343667958996e-05 8.084800000000000000e+04
8.001000125015627056e-05 1.728300000000000000e+04
8.007250906363296472e-05 4.740000000000000000e+02
8.013501687710964533e-05 3.004900000000000000e+04
8.019752469058632593e-05 1.066790000000000000e+05
8.026003250406300654e-05 2.272720000000000000e+05
8.032254031753970069e-05 3.936350000000000000e+05
8.038504813101638130e-05 6.011180000000000000e+05
8.044755594449306190e-05 8.532110000000000000e+05
8.051006375796975606e-05 1.142399000000000000e+06
8.057257157144643667e-05 1.467431000000000000e+06
8.063507938492311727e-05 1.828076000000000000e+06
8.069758719839979788e-05 2.214961000000000000e+06
8.076009501187649204e-05 2.632630000000000000e+06
8.082260282535317264e-05 3.076436000000000000e+06
8.088511063882985325e-05 3.536350000000000000e+06
8.094761845230654740e-05 4.013825000000000000e+06
8.101012626578322801e-05 4.505898000000000000e+06
8.107263407925990862e-05 5.005201000000000000e+06
8.113514189273660277e-05 5.507802000000000000e+06
8.119764970621328338e-05 6.013381000000000000e+06
8.126015751968996398e-05 6.514834000000000000e+06
8.132266533316664459e-05 7.009604000000000000e+06
8.138517314664333875e-05 7.489325000000000000e+06
8.144768096012001935e-05 7.954730000000000000e+06
8.151018877359669996e-05 8.398532000000000000e+06
8.157269658707339412e-05 8.823126000000000000e+06
8.163520440055007472e-05 9.217264000000000000e+06
8.169771221402675533e-05 9.586146000000000000e+06
8.176022002750343593e-05 9.912406000000000000e+06
8.182272784098013009e-05 1.021306100000000000e+07
8.188523565445681069e-05 1.047485700000000000e+07
8.194774346793349130e-05 1.069357600000000000e+07
8.201025128141018546e-05 1.087323900000000000e+07
8.207275909488686606e-05 1.100997800000000000e+07
8.213526690836354667e-05 1.110076600000000000e+07
8.219777472184024083e-05 1.114965600000000000e+07
8.226028253531692143e-05 1.114974500000000000e+07
8.232279034879360204e-05 1.110282000000000000e+07
8.238529816227028264e-05 1.101986100000000000e+07
8.244780597574697680e-05 1.089245300000000000e+07
8.251031378922365741e-05 1.071220900000000000e+07
8.257282160270033801e-05 1.049538400000000000e+07
8.263532941617703217e-05 1.024252300000000000e+07
8.269783722965371277e-05 9.945970000000000000e+06
8.276034504313039338e-05 9.620681000000000000e+06
8.282285285660707398e-05 9.259459000000000000e+06
8.288536067008376814e-05 8.869497000000000000e+06
8.294786848356044875e-05 8.450871000000000000e+06
8.301037629703712935e-05 8.016401000000000000e+06
8.307288411051382351e-05 7.554097000000000000e+06
8.313539192399050412e-05 7.082404000000000000e+06
8.319789973746718472e-05 6.594847000000000000e+06
8.326040755094387888e-05 6.099478000000000000e+06
8.332291536442055948e-05 5.607213000000000000e+06
8.338542317789724009e-05 5.105896000000000000e+06
8.344793099137392070e-05 4.612090000000000000e+06
8.351043880485061485e-05 4.125777000000000000e+06
8.357294661832729546e-05 3.650724000000000000e+06
8.363545443180397606e-05 3.192054000000000000e+06
8.369796224528067022e-05 2.748221000000000000e+06
8.376047005875735083e-05 2.331996000000000000e+06
8.382297787223403143e-05 1.941308000000000000e+06
8.388548568571071204e-05 1.580132000000000000e+06
8.394799349918740620e-05 1.252169000000000000e+06
8.401050131266408680e-05 9.547370000000000000e+05
8.407300912614076741e-05 6.974620000000000000e+05
8.413551693961746156e-05 4.772880000000000000e+05
8.419802475309414217e-05 2.971350000000000000e+05
8.426053256657082277e-05 1.582350000000000000e+05
8.432304038004751693e-05 6.267100000000000000e+04
8.438554819352419754e-05 1.069100000000000000e+04
8.444805600700087814e-05 2.023000000000000000e+03
8.451056382047755875e-05 3.699600000000000000e+04
8.457307163395425291e-05 1.144670000000000000e+05
8.463557944743093351e-05 2.356270000000000000e+05
8.469808726090761412e-05 3.980340000000000000e+05
8.476059507438430827e-05 5.986380000000000000e+05
8.482310288786098888e-05 8.387960000000000000e+05
8.488561070133766949e-05 1.114265000000000000e+06
8.494811851481435009e-05 1.425474000000000000e+06
8.501062632829104425e-05 1.762032000000000000e+06
8.507313414176772485e-05 2.131998000000000000e+06
8.513564195524440546e-05 2.527476000000000000e+06
8.519814976872109962e-05 2.943994000000000000e+06
8.526065758219778022e-05 3.374522000000000000e+06
8.532316539567446083e-05 3.827757000000000000e+06
8.538567320915115499e-05 4.286435000000000000e+06
8.544818102262783559e-05 4.756314000000000000e+06
8.551068883610451620e-05 5.227671000000000000e+06
8.557319664958119680e-05 5.694176000000000000e+06
8.563570446305789096e-05 6.164979000000000000e+06
8.569821227653457156e-05 6.620882000000000000e+06
8.576072009001125217e-05 7.071991000000000000e+06
8.582322790348794633e-05 7.503098000000000000e+06
8.588573571696462693e-05 7.919370000000000000e+06
8.594824353044130754e-05 8.304098000000000000e+06
8.601075134391798814e-05 8.663702000000000000e+06
8.607325915739468230e-05 9.012498000000000000e+06
8.613576697087136291e-05 9.315433000000000000e+06
8.619827478434804351e-05 9.587731000000000000e+06
8.626078259782473767e-05 9.822797000000000000e+06
8.632329041130141828e-05 1.002370000000000000e+07
8.638579822477809888e-05 1.018894300000000000e+07
8.644830603825479304e-05 1.030621100000000000e+07
8.651081385173147364e-05 1.038303800000000000e+07
8.657332166520815425e-05 1.042005000000000000e+07
8.663582947868483485e-05 1.041603100000000000e+07
8.669833729216152901e-05 1.036951800000000000e+07
8.676084510563820962e-05 1.028004400000000000e+07
8.682335291911489022e-05 1.015516400000000000e+07
8.688586073259158438e-05 9.978775000000000000e+06
8.694836854606826499e-05 9.775281000000000000e+06
8.701087635954494559e-05 9.527589000000000000e+06
8.707338417302162620e-05 9.245485000000000000e+06
8.713589198649832035e-05 8.933111000000000000e+06
8.719839979997500096e-05 8.591874000000000000e+06
8.726090761345168157e-05 8.224067000000000000e+06
8.732341542692837572e-05 7.834151000000000000e+06
8.738592324040505633e-05 7.420754000000000000e+06
8.744843105388173693e-05 6.988917000000000000e+06
8.751093886735843109e-05 6.543892000000000000e+06
8.757344668083511170e-05 6.082752000000000000e+06
8.763595449431179230e-05 5.623087000000000000e+06
8.769846230778847291e-05 5.160415000000000000e+06
8.776097012126516707e-05 4.691699000000000000e+06
8.782347793474184767e-05 4.233713000000000000e+06
8.788598574821852828e-05 3.779282000000000000e+06
8.794849356169522243e-05 3.338585000000000000e+06
8.801100137517190304e-05 2.914983000000000000e+06
8.807350918864858364e-05 2.503985000000000000e+06
8.813601700212526425e-05 2.119897000000000000e+06
8.819852481560195841e-05 1.759592000000000000e+06
8.826103262907863901e-05 1.424454000000000000e+06
8.832354044255531962e-05 1.122984000000000000e+06
8.838604825603201378e-05 8.497540000000000000e+05
8.844855606950869438e-05 6.147200000000000000e+05
8.851106388298537499e-05 4.156600000000000000e+05
8.857357169646206914e-05 2.526980000000000000e+05
8.863607950993874975e-05 1.307530000000000000e+05
8.869858732341543036e-05 4.771700000000000000e+04
8.876109513689211096e-05 5.804000000000000000e+03
8.882360295036880512e-05 4.358000000000000000e+03
8.888611076384548572e-05 4.357800000000000000e+04
8.894861857732216633e-05 1.231200000000000000e+05
8.901112639079886049e-05 2.428030000000000000e+05
8.907363420427554109e-05 3.995870000000000000e+05
8.913614201775222170e-05 5.933860000000000000e+05
8.919864983122890230e-05 8.233980000000000000e+05
8.926115764470559646e-05 1.086903000000000000e+06
8.932366545818227707e-05 1.378348000000000000e+06
8.938617327165895767e-05 1.703985000000000000e+06
8.944868108513565183e-05 2.053155000000000000e+06
8.951118889861233243e-05 2.423207000000000000e+06
8.957369671208901304e-05 2.817584000000000000e+06
8.963620452556570720e-05 3.221294000000000000e+06
8.969871233904238780e-05 3.644850000000000000e+06
8.976122015251906841e-05 4.074278000000000000e+06
8.982372796599574901e-05 4.513027000000000000e+06
8.988623577947244317e-05 4.956951000000000000e+06
8.994874359294912378e-05 5.391501000000000000e+06
9.001125140642580438e-05 5.827546000000000000e+06
9.007375921990249854e-05 6.262153000000000000e+06
9.013626703337917915e-05 6.671420000000000000e+06
9.019877484685585975e-05 7.068770000000000000e+06
9.026128266033254036e-05 7.450938000000000000e+06
9.032379047380923451e-05 7.820781000000000000e+06
9.038629828728591512e-05 8.161032000000000000e+06
9.044880610076259572e-05 8.461875000000000000e+06
9.051131391423928988e-05 8.749361000000000000e+06
9.057382172771597049e-05 9.001080000000000000e+06
9.063632954119265109e-05 9.214006000000000000e+06
9.069883735466934525e-05 9.396796000000000000e+06
9.076134516814602586e-05 9.534160000000000000e+06
9.082385298162270646e-05 9.640388000000000000e+06
9.088636079509938707e-05 9.706599000000000000e+06
9.094886860857608122e-05 9.738173000000000000e+06
9.101137642205276183e-05 9.730680000000000000e+06
9.107388423552944244e-05 9.679088000000000000e+06
9.113639204900613659e-05 9.588336000000000000e+06
9.119889986248281720e-05 9.456607000000000000e+06
9.126140767595949780e-05 9.300153000000000000e+06
9.132391548943617841e-05 9.102848000000000000e+06
9.138642330291287257e-05 8.863950000000000000e+06
9.144893111638955317e-05 8.596955000000000000e+06
9.151143892986623378e-05 8.300498000000000000e+06
9.157394674334292794e-05 7.975258000000000000e+06
9.163645455681960854e-05 7.628524000000000000e+06
9.169896237029628915e-05 7.255856000000000000e+06
9.176147018377298330e-05 6.874697000000000000e+06
9.182397799724966391e-05 6.461853000000000000e+06
9.188648581072634451e-05 6.043118000000000000e+06
9.194899362420302512e-05 5.620162000000000000e+06
9.201150143767971928e-05 5.180924000000000000e+06
9.207400925115639988e-05 4.749877000000000000e+06
9.213651706463308049e-05 4.314932000000000000e+06
9.219902487810977465e-05 3.884445000000000000e+06
9.226153269158645525e-05 3.463174000000000000e+06
9.232404050506313586e-05 3.056354000000000000e+06
9.238654831853981646e-05 2.657908000000000000e+06
9.244905613201651062e-05 2.282140000000000000e+06
9.251156394549319123e-05 1.923625000000000000e+06
9.257407175896987183e-05 1.588819000000000000e+06
9.263657957244656599e-05 1.284176000000000000e+06
9.269908738592324659e-05 1.004824000000000000e+06
9.276159519939992720e-05 7.562740000000000000e+05
9.282410301287662136e-05 5.409430000000000000e+05
9.288661082635330196e-05 3.617510000000000000e+05
9.294911863982998257e-05 2.148690000000000000e+05
9.301162645330666317e-05 1.065430000000000000e+05
9.307413426678335733e-05 3.608200000000000000e+04
9.313664208026003794e-05 2.660000000000000000e+03
9.319914989373671854e-05 7.550000000000000000e+03
9.326165770721341270e-05 5.097800000000000000e+04
9.332416552069009330e-05 1.304520000000000000e+05
9.338667333416677391e-05 2.484640000000000000e+05
9.344918114764345452e-05 4.008010000000000000e+05
9.351168896112014867e-05 5.865530000000000000e+05
9.357419677459682928e-05 8.086220000000000000e+05
9.363670458807350988e-05 1.056730000000000000e+06
9.369921240155020404e-05 1.335139000000000000e+06
9.376172021502688465e-05 1.642739000000000000e+06
9.382422802850356525e-05 1.972571000000000000e+06
9.388673584198025941e-05 2.324378000000000000e+06
9.394924365545694002e-05 2.692252000000000000e+06
9.401175146893362062e-05 3.073451000000000000e+06
9.407425928241030123e-05 3.476121000000000000e+06
9.413676709588699538e-05 3.873678000000000000e+06
9.419927490936367599e-05 4.286282000000000000e+06
9.426178272284035659e-05 4.696802000000000000e+06
9.432429053631705075e-05 5.106484000000000000e+06
9.438679834979373136e-05 5.513357000000000000e+06
9.444930616327041196e-05 5.911483000000000000e+06
9.451181397674709257e-05 6.298077000000000000e+06
9.457432179022378673e-05 6.671166000000000000e+06
9.463682960370046733e-05 7.021275000000000000e+06
9.469933741717714794e-05 7.357165000000000000e+06
9.476184523065384210e-05 7.671076000000000000e+06
9.482435304413052270e-05 7.956978000000000000e+06
9.488686085760720331e-05 8.212278000000000000e+06
9.494936867108389746e-05 8.439176000000000000e+06
9.501187648456057807e-05 8.637453000000000000e+06
9.507438429803725867e-05 8.811868000000000000e+06
9.513689211151393928e-05 8.927495000000000000e+06
9.519939992499063344e-05 9.022348000000000000e+06
9.526190773846731404e-05 9.082130000000000000e+06
9.532441555194399465e-05 9.102617000000000000e+06
9.538692336542068881e-05 9.086462000000000000e+06
9.544943117889736941e-05 9.035314000000000000e+06
9.551193899237405002e-05 8.938850000000000000e+06
9.557444680585073062e-05 8.817256000000000000e+06
9.563695461932742478e-05 8.652826000000000000e+06
9.569946243280410538e-05 8.464289000000000000e+06
9.576197024628078599e-05 8.243454000000000000e+06
9.582447805975748015e-05 7.986960000000000000e+06
9.588698587323416075e-05 7.707315000000000000e+06
9.594949368671084136e-05 7.399894000000000000e+06
9.601200150018753552e-05 7.073666000000000000e+06
9.607450931366421612e-05 6.724911000000000000e+06
9.613701712714089673e-05 6.357421000000000000e+06
9.619952494061757733e-05 5.972754000000000000e+06
9.626203275409427149e-05 5.583046000000000000e+06
9.632454056757095210e-05 5.180767000000000000e+06
9.638704838104763270e-05 4.777413000000000000e+06
9.644955619452432686e-05 4.369747000000000000e+06
9.651206400800100746e-05 3.967083000000000000e+06
9.657457182147768807e-05 3.563223000000000000e+06
9.663707963495436867e-05 3.174786000000000000e+06
9.669958744843106283e-05 2.794353000000000000e+06
9.676209526190774344e-05 2.426689000000000000e+06
9.682460307538442404e-05 2.075829000000000000e+06
9.688711088886111820e-05 1.746638000000000000e+06
9.694961870233779881e-05 1.438379000000000000e+06
9.701212651581447941e-05 1.153375000000000000e+06
9.707463432929116002e-05 8.995180000000000000e+05
9.713714214276785418e-05 6.728990000000000000e+05
9.719964995624453478e-05 4.775020000000000000e+05
9.726215776972121539e-05 3.130310000000000000e+05
9.732466558319790954e-05 1.821730000000000000e+05
9.738717339667459015e-05 8.611900000000000000e+04
9.744968121015127075e-05 2.590900000000000000e+04
9.751218902362796491e-05 7.500000000000000000e+02
9.757469683710464552e-05 1.121300000000000000e+04
9.763720465058132612e-05 5.698000000000000000e+04
9.769971246405800673e-05 1.375790000000000000e+05
9.776222027753470089e-05 2.530970000000000000e+05
9.782472809101138149e-05 4.020090000000000000e+05
9.788723590448806210e-05 5.813270000000000000e+05
9.794974371796475625e-05 7.908440000000000000e+05
9.801225153144143686e-05 1.029683000000000000e+06
9.807475934491811747e-05 1.293452000000000000e+06
9.813726715839479807e-05 1.584635000000000000e+06
9.819977497187149223e-05 1.897707000000000000e+06
9.826228278534817283e-05 2.227598000000000000e+06
9.832479059882485344e-05 2.576381000000000000e+06
9.838729841230154760e-05 2.935354000000000000e+06
9.844980622577822820e-05 3.303168000000000000e+06
9.851231403925490881e-05 3.684368000000000000e+06
9.857482185273160297e-05 4.067341000000000000e+06
9.863732966620828357e-05 4.453617000000000000e+06
9.869983747968496418e-05 4.834578000000000000e+06
9.876234529316164478e-05 5.216112000000000000e+06
9.882485310663833894e-05 5.582671000000000000e+06
9.888736092011501954e-05 5.945810000000000000e+06
9.894986873359170015e-05 6.284262000000000000e+06
9.901237654706839431e-05 6.620770000000000000e+06
9.907488436054507491e-05 6.930867000000000000e+06
9.913739217402175552e-05 7.208722000000000000e+06
9.919989998749843612e-05 7.472340000000000000e+06
9.926240780097513028e-05 7.714920000000000000e+06
9.932491561445181089e-05 7.922702000000000000e+06
9.938742342792849149e-05 8.103523000000000000e+06
9.944993124140518565e-05 8.253553000000000000e+06
9.951243905488186626e-05 8.359613000000000000e+06
9.957494686835854686e-05 8.442203000000000000e+06
9.963745468183524102e-05 8.489995000000000000e+06
9.969996249531192162e-05 8.502439000000000000e+06
9.976247030878860223e-05 8.486741000000000000e+06
9.982497812226528283e-05 8.427965000000000000e+06
9.988748593574197699e-05 8.340361000000000000e+06
9.994999374921865760e-05 8.223379000000000000e+06
1.000125015626953382e-04 8.068426000000000000e+06
1.000750093761720324e-04 7.879278000000000000e+06
1.001375171896487130e-04 7.667941000000000000e+06
1.002000250031253936e-04 7.427144000000000000e+06
1.002625328166020742e-04 7.152789000000000000e+06
1.003250406300787683e-04 6.872446000000000000e+06
1.003875484435554489e-04 6.559451000000000000e+06
1.004500562570321295e-04 6.232611000000000000e+06
1.005125640705088237e-04 5.883503000000000000e+06
1.005750718839855043e-04 5.525914000000000000e+06
1.006375796974621849e-04 5.159634000000000000e+06
1.007000875109388791e-04 4.779341000000000000e+06
1.007625953244155597e-04 4.399785000000000000e+06
1.008251031378922403e-04 4.021530000000000000e+06
1.008876109513689209e-04 3.645633000000000000e+06
1.009501187648456150e-04 3.270658000000000000e+06
1.010126265783222957e-04 2.907422000000000000e+06
1.010751343917989763e-04 2.550792000000000000e+06
1.011376422052756704e-04 2.212117000000000000e+06
1.012001500187523510e-04 1.887282000000000000e+06
1.012626578322290316e-04 1.581591000000000000e+06
1.013251656457057122e-04 1.298390000000000000e+06
1.013876734591824064e-04 1.038499000000000000e+06
1.014501812726590870e-04 8.016630000000000000e+05
1.015126890861357676e-04 5.963610000000000000e+05
1.015751968996124618e-04 4.176820000000000000e+05
1.016377047130891424e-04 2.711750000000000000e+05
1.017002125265658230e-04 1.539810000000000000e+05
1.017627203400425171e-04 6.965000000000000000e+04
1.018252281535191977e-04 1.815100000000000000e+04
1.018877359669958783e-04 2.700000000000000000e+01
1.019502437804725589e-04 1.499300000000000000e+04
1.020127515939492531e-04 6.384400000000000000e+04
1.020752594074259337e-04 1.442190000000000000e+05
1.021377672209026143e-04 2.569470000000000000e+05
1.022002750343793085e-04 4.003660000000000000e+05
1.022627828478559891e-04 5.725420000000000000e+05
1.023252906613326697e-04 7.752660000000000000e+05
1.023877984748093503e-04 9.993010000000000000e+05
1.024503062882860444e-04 1.251146000000000000e+06
1.025128141017627250e-04 1.526224000000000000e+06
1.025753219152394057e-04 1.823702000000000000e+06
1.026378297287160998e-04 2.132237000000000000e+06
1.027003375421927804e-04 2.458916000000000000e+06
1.027628453556694610e-04 2.799593000000000000e+06
1.028253531691461552e-04 3.149576000000000000e+06
1.028878609826228358e-04 3.500534000000000000e+06
1.029503687960995164e-04 3.861115000000000000e+06
1.030128766095761970e-04 4.221277000000000000e+06
1.030753844230528912e-04 4.577877000000000000e+06
1.031378922365295718e-04 4.927109000000000000e+06
1.032004000500062524e-04 5.275737000000000000e+06
1.032629078634829465e-04 5.607770000000000000e+06
1.033254156769596271e-04 5.924988000000000000e+06
1.033879234904363077e-04 6.231737000000000000e+06
1.034504313039129883e-04 6.515995000000000000e+06
1.035129391173896825e-04 6.779693000000000000e+06
1.035754469308663631e-04 7.027985000000000000e+06
1.036379547443430437e-04 7.240863000000000000e+06
1.037004625578197379e-04 7.437442000000000000e+06
1.037629703712964185e-04 7.592449000000000000e+06
1.038254781847730991e-04 7.730999000000000000e+06
1.038879859982497932e-04 7.831431000000000000e+06
1.039504938117264738e-04 7.901114000000000000e+06
1.040130016252031544e-04 7.940374000000000000e+06
1.040755094386798350e-04 7.943862000000000000e+06
1.041380172521565292e-04 7.914250000000000000e+06
1.042005250656332098e-04 7.865727000000000000e+06
1.042630328791098904e-04 7.770693000000000000e+06
1.043255406925865846e-04 7.656158000000000000e+06
1.043880485060632652e-04 7.513807000000000000e+06
1.044505563195399458e-04 7.328926000000000000e+06
1.045130641330166264e-04 7.127645000000000000e+06
1.045755719464933205e-04 6.899512000000000000e+06
1.046380797599700012e-04 6.642310000000000000e+06
1.047005875734466818e-04 6.367179000000000000e+06
1.047630953869233759e-04 6.076112000000000000e+06
1.048256032004000565e-04 5.768766000000000000e+06
1.048881110138767371e-04 5.444578000000000000e+06
1.049506188273534313e-04 5.106148000000000000e+06
1.050131266408301119e-04 4.759278000000000000e+06
1.050756344543067925e-04 4.410688000000000000e+06
1.051381422677834731e-04 4.059091000000000000e+06
1.052006500812601673e-04 3.699663000000000000e+06
1.052631578947368479e-04 3.351152000000000000e+06
1.053256657082135285e-04 3.002047000000000000e+06
1.053881735216902226e-04 2.662511000000000000e+06
1.054506813351669032e-04 2.330500000000000000e+06
1.055131891486435838e-04 2.015825000000000000e+06
1.055756969621202644e-04 1.714486000000000000e+06
1.056382047755969586e-04 1.435002000000000000e+06
1.057007125890736392e-04 1.171237000000000000e+06
1.057632204025503198e-04 9.324270000000000000e+05
1.058257282160270140e-04 7.166880000000000000e+05
1.058882360295036946e-04 5.276080000000000000e+05
1.059507438429803752e-04 3.653850000000000000e+05
1.060132516564570693e-04 2.323810000000000000e+05
1.060757594699337499e-04 1.282610000000000000e+05
1.061382672834104305e-04 5.492000000000000000e+04
1.062007750968871112e-04 1.205500000000000000e+04
1.062632829103638053e-04 2.130000000000000000e+02
1.063257907238404859e-04 1.943700000000000000e+04
1.063882985373171665e-04 6.937400000000000000e+04
1.064508063507938607e-04 1.498850000000000000e+05
1.065133141642705413e-04 2.603250000000000000e+05
1.065758219777472219e-04 3.995060000000000000e+05
1.066383297912239025e-04 5.648910000000000000e+05
1.067008376047005967e-04 7.555970000000000000e+05
1.067633454181772773e-04 9.722820000000000000e+05
1.068258532316539579e-04 1.210411000000000000e+06
1.068883610451306520e-04 1.469863000000000000e+06
1.069508688586073326e-04 1.750800000000000000e+06
1.070133766720840132e-04 2.042620000000000000e+06
1.070758844855607074e-04 2.350318000000000000e+06
1.071383922990373880e-04 2.664098000000000000e+06
1.072009001125140686e-04 2.993839000000000000e+06
1.072634079259907492e-04 3.325465000000000000e+06
1.073259157394674434e-04 3.662040000000000000e+06
1.073884235529441240e-04 4.001223000000000000e+06
1.074509313664208046e-04 4.330770000000000000e+06
1.075134391798974987e-04 4.660635000000000000e+06
1.075759469933741793e-04 4.977659000000000000e+06
1.076384548068508599e-04 5.292021000000000000e+06
1.077009626203275405e-04 5.591170000000000000e+06
1.077634704338042347e-04 5.867118000000000000e+06
1.078259782472809153e-04 6.128966000000000000e+06
1.078884860607575959e-04 6.377230000000000000e+06
1.079509938742342901e-04 6.598616000000000000e+06
1.080135016877109707e-04 6.795458000000000000e+06
1.080760095011876513e-04 6.975291000000000000e+06
1.081385173146643454e-04 7.120762000000000000e+06
1.082010251281410260e-04 7.238562000000000000e+06
1.082635329416177067e-04 7.330839000000000000e+06
1.083260407550943873e-04 7.391506000000000000e+06
1.083885485685710814e-04 7.420286000000000000e+06
1.084510563820477620e-04 7.426431000000000000e+06
1.085135641955244426e-04 7.395797000000000000e+06
1.085760720090011368e-04 7.338977000000000000e+06
1.086385798224778174e-04 7.254087000000000000e+06
1.087010876359544980e-04 7.136265000000000000e+06
1.087635954494311786e-04 6.988288000000000000e+06
1.088261032629078728e-04 6.821057000000000000e+06
1.088886110763845534e-04 6.627593000000000000e+06
1.089511188898612340e-04 6.406438000000000000e+06
1.090136267033379281e-04 6.173243000000000000e+06
1.090761345168146087e-04 5.911707000000000000e+06
1.091386423302912893e-04 5.630400000000000000e+06
1.092011501437679835e-04 5.339132000000000000e+06
1.092636579572446641e-04 5.038443000000000000e+06
1.093261657707213447e-04 4.717953000000000000e+06
1.093886735841980253e-04 4.396435000000000000e+06
1.094511813976747195e-04 4.068695000000000000e+06
1.095136892111514001e-04 3.739897000000000000e+06
1.095761970246280807e-04 3.407728000000000000e+06
1.096387048381047748e-04 3.071941000000000000e+06
1.097012126515814554e-04 2.752409000000000000e+06
1.097637204650581360e-04 2.432704000000000000e+06
1.098262282785348167e-04 2.129533000000000000e+06
1.098887360920115108e-04 1.838152000000000000e+06
1.099512439054881914e-04 1.557408000000000000e+06
1.100137517189648720e-04 1.297775000000000000e+06
1.100762595324415662e-04 1.056118000000000000e+06
1.101387673459182468e-04 8.376160000000000000e+05
1.102012751593949274e-04 6.396290000000000000e+05
1.102637829728716215e-04 4.674500000000000000e+05
1.103262907863483022e-04 3.201520000000000000e+05
1.103887985998249828e-04 1.995810000000000000e+05
1.104513064133016634e-04 1.068860000000000000e+05
1.105138142267783575e-04 4.276700000000000000e+04
1.105763220402550381e-04 7.399000000000000000e+03
1.106388298537317187e-04 1.137000000000000000e+03
1.107013376672084129e-04 2.382800000000000000e+04
1.107638454806850935e-04 7.556100000000000000e+04
1.108263532941617741e-04 1.545670000000000000e+05
1.108888611076384547e-04 2.618660000000000000e+05
1.109513689211151489e-04 3.967240000000000000e+05
1.110138767345918295e-04 5.548010000000000000e+05
1.110763845480685101e-04 7.402490000000000000e+05
1.111388923615452042e-04 9.425280000000000000e+05
1.112014001750218848e-04 1.170438000000000000e+06
1.112639079884985654e-04 1.415258000000000000e+06
1.113264158019752596e-04 1.676278000000000000e+06
1.113889236154519402e-04 1.954682000000000000e+06
1.114514314289286208e-04 2.242362000000000000e+06
1.115139392424053014e-04 2.539472000000000000e+06
1.115764470558819956e-04 2.846772000000000000e+06
1.116389548693586762e-04 3.158114000000000000e+06
1.117014626828353568e-04 3.473212000000000000e+06
1.117639704963120509e-04 3.788061000000000000e+06
1.118264783097887316e-04 4.099136000000000000e+06
1.118889861232654122e-04 4.407317000000000000e+06
1.119514939367420928e-04 4.705668000000000000e+06
1.120140017502187869e-04 4.986164000000000000e+06
1.120765095636954675e-04 5.262801000000000000e+06
1.121390173771721481e-04 5.525001000000000000e+06
1.122015251906488423e-04 5.767014000000000000e+06
1.122640330041255229e-04 5.993358000000000000e+06
1.123265408176022035e-04 6.193179000000000000e+06
1.123890486310788977e-04 6.378055000000000000e+06
1.124515564445555783e-04 6.540482000000000000e+06
1.125140642580322589e-04 6.673627000000000000e+06
1.125765720715089395e-04 6.778764000000000000e+06
1.126390798849856336e-04 6.860577000000000000e+06
1.127015876984623142e-04 6.912210000000000000e+06
1.127640955119389948e-04 6.937786000000000000e+06
1.128266033254156890e-04 6.931652000000000000e+06
1.128891111388923696e-04 6.904465000000000000e+06
1.129516189523690502e-04 6.845562000000000000e+06
1.130141267658457308e-04 6.759519000000000000e+06
1.130766345793224250e-04 6.646385000000000000e+06
1.131391423927991056e-04 6.507725000000000000e+06
1.132016502062757862e-04 6.342957000000000000e+06
1.132641580197524803e-04 6.158992000000000000e+06
1.133266658332291609e-04 5.954012000000000000e+06
1.133891736467058416e-04 5.728858000000000000e+06
1.134516814601825357e-04 5.481786000000000000e+06
1.135141892736592163e-04 5.221468000000000000e+06
1.135766970871358969e-04 4.945478000000000000e+06
1.136392049006125775e-04 4.657179000000000000e+06
1.137017127140892717e-04 4.364402000000000000e+06
1.137642205275659523e-04 4.059122000000000000e+06
1.138267283410426329e-04 3.752270000000000000e+06
1.138892361545193271e-04 3.437711000000000000e+06
1.139517439679960077e-04 3.131794000000000000e+06
1.140142517814726883e-04 2.825890000000000000e+06
1.140767595949493689e-04 2.521668000000000000e+06
1.141392674084260630e-04 2.230707000000000000e+06
1.142017752219027436e-04 1.945699000000000000e+06
1.142642830353794242e-04 1.674190000000000000e+06
1.143267908488561184e-04 1.415873000000000000e+06
1.143892986623327990e-04 1.174500000000000000e+06
1.144518064758094796e-04 9.524880000000000000e+05
1.145143142892861738e-04 7.515330000000000000e+05
1.145768221027628544e-04 5.713080000000000000e+05
1.146393299162395350e-04 4.111440000000000000e+05
1.147018377297162156e-04 2.785580000000000000e+05
1.147643455431929097e-04 1.703620000000000000e+05
1.148268533566695903e-04 8.871000000000000000e+04
1.148893611701462709e-04 3.262800000000000000e+04
1.149518689836229651e-04 4.203000000000000000e+03
1.150143767970996457e-04 2.703000000000000000e+03
1.150768846105763263e-04 2.862200000000000000e+04
1.151393924240530069e-04 8.080300000000000000e+04
1.152019002375297011e-04 1.591860000000000000e+05
1.152644080510063817e-04 2.638490000000000000e+05
1.153269158644830623e-04 3.921910000000000000e+05
1.153894236779597564e-04 5.444730000000000000e+05
1.154519314914364371e-04 7.195030000000000000e+05
1.155144393049131177e-04 9.144060000000000000e+05
1.155769471183898118e-04 1.130276000000000000e+06
1.156394549318664924e-04 1.360742000000000000e+06
